timestamp,gsr_z,hr_bpm
0,0.305,64.98
1000,0.4346,60.76
2000,0.5005,61.7
3000,0.0192,65.65
4000,0.0058,66.0
5000,0.0813,62.7
6000,0.2418,63.0
7000,0.2936,63.08
8000,0.0267,62.44
9000,0.0884,62.38
10000,0.0425,66.16
11000,0.0037,66.84
12000,0.1732,62.79
13000,0.634,64.68
14000,0.3282,67.85
15000,0.1821,67.21
16000,0.298,64.95
17000,0.0144,60.35
18000,-0.0083,59.11
19000,0.006,59.69
20000,-0.0087,60.85
21000,-0.0531,65.01
22000,-0.0294,66.39
23000,0.005,70.89
24000,0.0725,72.57
25000,-0.0133,65.14
26000,-0.033,60.02
27000,-0.0308,60.74
28000,0.0285,64.22
29000,0.0116,64.19
