timestamp,gsr_z,hr_bpm
0,1.3069,59.02
1000,2.2409,59.19
2000,1.9796,60.89
3000,1.6008,61.59
4000,1.9199,58.86
5000,1.3934,59.12
6000,1.6996,60.4
7000,1.9848,59.91
8000,1.7804,61.4
9000,1.4,61.62
10000,1.5772,63.34
11000,1.5183,63.0
12000,1.5337,59.99
13000,1.0978,60.84
14000,2.252,60.71
15000,2.3161,62.59
16000,2.2501,59.17
17000,1.7981,60.79
18000,1.8418,61.2
19000,1.5765,59.21
20000,1.4933,58.65
21000,1.4978,61.46
22000,0.5805,61.15
23000,0.3581,59.86
24000,0.015,59.2
25000,0.0244,59.19
26000,0.017,60.82
27000,0.0274,62.13
28000,0.0045,63.99
29000,-0.0561,67.02
