timestamp,gsr_z,hr_bpm
0,0.7181,58.84
1000,1.0567,58.95
2000,1.1372,59.62
3000,0.9947,61.76
4000,0.9458,60.9
5000,1.1026,58.89
6000,1.2184,60.03
7000,1.7305,58.66
8000,2.0768,65.98
9000,2.0457,66.78
10000,2.0477,68.15
11000,2.3104,64.12
12000,2.2675,63.46
13000,2.2955,61.98
14000,1.8968,61.07
15000,2.2392,58.76
16000,2.2933,60.35
17000,2.3355,58.81
18000,2.3489,60.63
19000,2.3194,60.91
20000,2.2904,62.38
21000,2.2702,59.54
22000,2.3359,59.79
23000,2.2882,60.21
24000,2.284,61.18
25000,2.3337,59.7
26000,2.3051,61.38
27000,2.2834,61.88
28000,2.2857,64.59
29000,2.3352,65.89
