timestamp,gsr_z,hr_bpm
0,1.2215,58.82
1000,1.3194,62.93
2000,1.0087,61.19
3000,0.7668,59.75
4000,0.8752,62.99
5000,1.1533,61.54
6000,1.6826,59.12
7000,1.9662,62.73
8000,2.1119,66.86
9000,2.195,66.43
10000,1.8321,66.14
11000,1.7171,68.3
12000,1.3362,64.66
13000,1.3121,66.28
14000,1.4008,69.64
15000,1.7245,64.22
16000,2.1316,68.4
17000,2.2481,73.21
18000,2.3069,64.1
19000,2.2901,62.4
20000,2.1729,65.21
21000,2.2705,65.29
22000,2.09,62.35
23000,2.0918,64.62
24000,2.2646,63.04
25000,1.979,64.62
26000,2.351,67.1
27000,2.2748,68.24
28000,2.3042,66.05
29000,2.3371,67.23
