timestamp,gsr_z,hr_bpm
0,0.6843,61.46
1000,0.7947,61.32
2000,0.9941,62.31
3000,1.141,62.83
4000,1.3447,63.61
5000,1.5234,61.95
6000,1.5425,69.66
7000,1.878,67.52
8000,1.9578,61.91
9000,2.0446,58.4
10000,2.1806,61.94
11000,2.2977,61.1
12000,2.2774,58.87
13000,2.2703,59.12
14000,2.3463,59.44
15000,2.2964,60.88
16000,2.3703,59.76
17000,2.2819,60.28
18000,2.264,60.72
19000,2.3077,64.87
20000,2.2995,63.39
21000,2.2938,61.68
22000,2.3038,58.84
23000,2.2395,59.75
24000,2.2795,60.51
25000,2.3204,59.06
26000,2.2853,63.05
27000,2.2409,61.55
28000,2.3108,67.13
29000,2.264,68.54
