timestamp,gsr_z,hr_bpm
0,1.3797,79.0
1000,1.7556,75.91
2000,1.8416,75.45
3000,2.2412,78.55
4000,2.0833,71.84
5000,1.7126,69.15
6000,1.8368,72.78
7000,1.6699,71.07
8000,1.1952,67.7
9000,0.9771,67.72
10000,0.7645,71.12
11000,0.9252,69.76
12000,0.4378,64.3
13000,0.3645,69.06
14000,0.45,74.47
15000,0.3025,73.31
16000,0.1669,69.91
17000,-0.045,67.89
18000,0.0219,71.43
19000,0.0133,75.12
20000,0.0197,75.63
21000,1.109,72.67
22000,1.8186,71.22
23000,2.2778,68.88
24000,1.8026,74.98
25000,1.43,73.23
26000,1.3371,74.3
27000,0.7054,72.63
28000,0.0951,71.0
29000,-0.04,67.22
