timestamp,gsr_z,hr_bpm
0,1.2293,59.48
1000,1.4113,65.49
2000,0.7571,64.39
3000,1.2042,62.4
4000,1.2727,64.93
5000,1.1591,60.65
6000,0.8463,58.96
7000,0.8187,60.33
8000,1.0627,60.13
9000,1.2612,59.35
10000,1.4433,58.69
11000,1.2622,63.97
12000,1.438,58.97
13000,1.7554,58.82
14000,1.7448,64.69
15000,1.4659,60.91
16000,1.5244,65.3
17000,1.2592,68.09
18000,1.2325,64.7
19000,1.7168,61.28
20000,1.8526,64.09
21000,2.1485,65.39
22000,2.2615,71.67
23000,2.1252,71.0
24000,2.369,75.37
25000,2.3049,73.59
26000,2.3246,71.23
27000,2.3536,70.6
28000,1.741,69.43
29000,2.0544,69.59
