timestamp,gsr_z,hr_bpm
0,0.6893,77.81
1000,1.1509,81.14
2000,0.9671,83.01
3000,1.4369,84.27
4000,1.8991,84.09
5000,1.7029,81.69
6000,1.7381,83.15
7000,1.7453,83.68
8000,1.6647,83.86
9000,1.7581,83.03
10000,1.9864,80.3
11000,2.0852,81.75
12000,2.2766,80.35
13000,2.2059,75.17
14000,1.8233,74.43
15000,2.2995,74.3
16000,2.2735,70.71
17000,2.3381,63.94
18000,2.1465,65.54
19000,2.3054,71.98
20000,2.3328,74.59
21000,2.2738,65.92
22000,1.9052,63.9
23000,2.0418,63.56
24000,2.0956,67.91
25000,2.3188,68.03
26000,2.298,67.53
27000,2.3284,71.83
28000,2.304,77.32
29000,2.3189,72.91
