timestamp,gsr_z,hr_bpm
0,0.9611,65.14
1000,0.934,61.21
2000,0.8851,66.44
3000,1.0246,71.66
4000,1.2298,65.53
5000,1.4667,65.08
6000,1.4874,61.28
7000,1.558,66.8
8000,2.0723,64.43
9000,2.1911,65.68
10000,2.3283,65.73
11000,2.2898,63.19
12000,2.0693,58.99
13000,2.3091,64.41
14000,2.3156,67.29
15000,2.2136,67.51
16000,2.2721,67.68
17000,2.2524,74.94
18000,2.3536,78.8
19000,2.3221,79.98
20000,2.308,81.99
21000,2.3326,84.24
22000,2.333,81.77
23000,2.276,80.02
24000,2.322,83.95
25000,2.3109,82.18
26000,2.2499,80.93
27000,2.3659,82.12
28000,2.325,83.85
29000,2.3017,74.74
