timestamp,gsr_z,hr_bpm
0,0.5814,73.46
1000,1.2157,73.46
2000,1.1161,66.57
3000,1.0498,67.42
4000,1.0337,66.82
5000,1.054,66.37
6000,0.9691,63.99
7000,0.8011,66.08
8000,0.6277,63.64
9000,0.6285,62.61
10000,0.6743,64.87
11000,0.7725,65.44
12000,1.026,61.23
13000,1.2138,58.72
14000,1.5541,61.46
15000,1.2771,60.37
16000,1.8218,59.05
17000,1.7614,59.7
18000,1.7865,60.93
19000,2.2045,59.09
20000,2.2687,58.75
21000,2.1191,61.74
22000,2.3262,59.94
23000,2.2473,59.96
24000,2.2703,60.2
25000,2.2919,64.23
26000,2.2617,61.9
27000,2.3228,62.65
28000,2.2839,65.61
29000,2.2898,59.17
