timestamp,gsr_z,hr_bpm
0,-0.0071,61.03
1000,-0.0174,60.36
2000,-0.0315,59.29
3000,0.018,59.08
4000,0.1826,62.64
5000,-0.0756,59.05
6000,0.0433,58.88
7000,-0.0045,59.43
8000,-0.0251,62.9
9000,0.0195,59.46
10000,0.0176,59.63
11000,-0.0047,61.52
12000,0.2793,63.6
13000,0.0452,63.27
14000,0.0122,62.83
15000,-0.0393,65.9
16000,-0.0131,66.36
17000,0.0083,60.89
18000,0.317,59.42
19000,0.037,61.02
20000,0.0345,60.44
21000,0.0093,59.2
22000,-0.0084,63.49
23000,0.0321,68.62
24000,0.021,63.63
25000,-0.0404,63.44
26000,-0.0101,67.45
27000,-0.0024,65.23
28000,0.0548,64.28
29000,0.0218,61.81
