timestamp,gsr_z,hr_bpm
0,1.1862,83.95
1000,1.2879,84.34
2000,1.2425,81.53
3000,1.5201,83.45
4000,1.5983,82.28
5000,1.4333,83.52
6000,1.3542,80.11
7000,1.2371,82.36
8000,1.046,82.28
9000,0.8926,84.5
10000,1.0223,80.09
11000,0.7852,80.95
12000,1.0017,80.7
13000,0.9775,79.61
14000,1.0258,79.08
15000,1.0885,83.08
16000,0.9386,83.74
17000,0.8069,83.6
18000,0.7907,75.96
19000,1.0652,76.76
20000,1.0386,80.5
21000,1.0713,75.41
22000,1.2835,75.61
23000,1.2915,79.55
24000,1.4013,84.69
25000,1.2776,83.95
26000,1.409,78.7
27000,1.2344,82.0
28000,1.6152,83.0
29000,1.6942,80.9
