timestamp,gsr_z,hr_bpm
0,0.8549,70.04
1000,1.1331,66.77
2000,0.8985,64.22
3000,1.0441,67.52
4000,1.4074,69.08
5000,1.7838,62.44
6000,2.2868,66.44
7000,2.322,63.45
8000,2.266,68.02
9000,2.0798,69.94
10000,2.2916,68.21
11000,2.3254,64.16
12000,2.2642,60.73
13000,2.2422,64.78
14000,2.3003,65.11
15000,2.2982,65.76
16000,2.3196,68.34
17000,2.2707,71.36
18000,2.2963,75.46
19000,2.2926,74.69
20000,2.2682,70.2
21000,2.2848,66.52
22000,2.3096,68.36
23000,2.3005,68.91
24000,2.3086,59.64
25000,2.2518,60.69
26000,2.3385,64.59
27000,2.2846,67.86
28000,2.3182,65.48
29000,2.3207,66.43
