timestamp,gsr_z,hr_bpm
0,1.4076,70.2
1000,1.5699,69.59
2000,1.0777,67.42
3000,1.2492,66.49
4000,1.3969,69.33
5000,1.4458,71.15
6000,1.1882,68.1
7000,1.484,74.05
8000,1.6788,73.39
9000,1.4616,67.12
10000,2.2501,69.03
11000,2.3731,79.82
12000,2.3228,83.11
13000,2.319,82.27
14000,2.2859,81.13
15000,2.1514,77.66
16000,2.2891,74.23
17000,2.28,72.54
18000,2.3459,74.51
19000,2.3531,78.51
20000,2.275,79.6
21000,2.1417,76.7
22000,2.3179,75.31
23000,2.3784,71.94
24000,2.2725,68.76
25000,2.2648,67.64
26000,2.2866,71.52
27000,2.3126,70.72
28000,2.3156,65.17
29000,2.3671,62.59
