timestamp,gsr_z,hr_bpm
0,1.2382,67.69
1000,1.5453,66.54
2000,1.5466,63.87
3000,1.8989,61.36
4000,1.6978,60.67
5000,2.086,63.26
6000,2.0847,63.29
7000,2.2328,66.93
8000,2.3344,65.9
9000,2.2791,58.44
10000,2.2878,59.47
11000,2.3517,59.82
12000,2.3267,60.63
13000,2.2858,58.92
14000,2.1115,59.07
15000,2.2671,66.79
16000,2.2442,69.53
17000,2.3426,65.06
18000,2.2924,64.07
19000,2.1352,62.83
20000,2.3141,60.87
21000,2.2213,59.13
22000,2.2801,59.06
23000,2.0865,64.54
24000,2.1331,65.92
25000,2.2997,66.94
26000,2.2519,64.12
27000,2.3296,68.44
28000,2.2884,72.35
29000,2.2332,68.0
