timestamp,gsr_z,hr_bpm
0,1.0679,69.93
1000,0.6665,66.69
2000,0.6933,63.4
3000,0.902,61.08
4000,0.5521,62.57
5000,0.1515,67.67
6000,0.5182,65.69
7000,0.3612,68.85
8000,0.001,67.33
9000,0.9229,71.89
10000,0.9516,74.13
11000,0.7898,68.88
12000,0.7443,67.47
13000,0.6657,68.6
14000,0.6936,62.85
15000,0.3329,65.88
16000,-0.0276,68.25
17000,0.0617,64.59
18000,0.0002,65.92
19000,0.0101,70.41
20000,-0.034,73.4
21000,-0.0084,72.72
22000,-0.016,73.67
23000,-0.0304,72.28
24000,0.0109,80.79
25000,-0.0272,80.99
26000,-0.0167,77.47
27000,0.0097,76.23
28000,0.003,78.15
29000,-0.0036,76.14
