timestamp,gsr_z,hr_bpm
0,0.5741,70.24
1000,0.9617,69.25
2000,0.9206,66.73
3000,0.6116,68.48
4000,0.4384,75.65
5000,0.9268,74.53
6000,0.9959,74.53
7000,1.2164,75.37
8000,1.4728,81.64
9000,1.2164,81.63
10000,1.0207,79.76
11000,1.1093,72.34
12000,1.079,65.24
13000,1.1355,67.43
14000,1.4275,71.82
15000,1.629,72.43
16000,1.4097,67.04
17000,1.5465,67.74
18000,2.2834,71.7
19000,2.3184,74.98
20000,2.324,81.66
21000,2.3308,79.48
22000,2.2928,73.68
23000,2.2658,71.85
24000,2.3223,77.23
25000,2.3744,72.15
26000,2.3089,73.34
27000,2.3431,66.35
28000,2.3115,69.06
29000,2.2616,75.22
