timestamp,gsr_z,hr_bpm
0,1.0916,71.23
1000,1.0121,71.04
2000,1.3508,71.17
3000,0.651,62.66
4000,0.3688,58.93
5000,0.4972,60.0
6000,0.5655,63.68
7000,0.9265,58.69
8000,1.2746,58.9
9000,1.3949,61.28
10000,1.1108,61.77
11000,1.2904,61.74
12000,1.1004,63.02
13000,0.8791,64.2
14000,0.854,59.19
15000,0.9627,59.06
16000,1.1136,65.46
17000,1.3348,63.42
18000,1.7202,61.12
19000,1.971,68.53
20000,2.3312,69.28
21000,2.3153,63.91
22000,1.9501,64.22
23000,1.983,66.46
24000,2.27,64.73
25000,1.913,64.56
26000,2.2037,60.48
27000,2.2905,60.38
28000,2.2053,59.03
29000,2.2224,59.16
