timestamp,gsr_z,hr_bpm
0,0.7357,58.57
1000,0.8225,60.79
2000,0.7301,64.98
3000,0.745,66.09
4000,0.5994,61.77
5000,0.2895,66.11
6000,0.552,64.39
7000,0.1092,58.89
8000,0.2893,59.58
9000,0.3304,64.14
10000,-0.0156,66.06
11000,-0.0141,64.51
12000,0.016,68.22
13000,-0.0089,72.16
14000,0.0191,76.99
15000,-0.0205,73.95
16000,-0.0129,73.53
17000,-0.0123,74.32
18000,0.0423,76.88
19000,0.0475,75.14
20000,-0.0214,74.23
21000,0.0249,76.71
22000,-0.0008,77.43
23000,0.0002,76.0
24000,0.0198,69.13
25000,0.0334,73.24
26000,0.0212,81.59
27000,0.0541,76.77
28000,0.0069,73.9
29000,0.0225,73.23
