timestamp,gsr_z,hr_bpm
0,0.5583,76.81
1000,0.5123,81.41
2000,0.9893,79.36
3000,0.9986,76.06
4000,0.6873,76.08
5000,0.4425,74.79
6000,0.8735,76.56
7000,1.283,79.79
8000,1.701,75.56
9000,1.5828,75.53
10000,1.4254,76.61
11000,1.4245,77.71
12000,1.7431,76.55
13000,1.9968,78.84
14000,2.3542,75.4
15000,2.3078,74.62
16000,2.3144,78.13
17000,2.2795,77.21
18000,2.2755,74.55
19000,2.3198,75.81
20000,2.2826,74.25
21000,2.3362,72.4
22000,2.3128,78.07
23000,2.243,76.85
24000,2.3237,77.29
25000,2.3386,76.56
26000,2.3079,78.05
27000,2.2929,79.61
28000,2.1356,80.64
29000,2.3182,83.1
