timestamp,gsr_z,hr_bpm
0,1.1129,66.79
1000,1.5175,70.62
2000,1.759,69.77
3000,1.7439,71.09
4000,1.5928,67.38
5000,1.4818,72.56
6000,1.1278,71.89
7000,1.0078,71.64
8000,0.8845,69.56
9000,0.7279,72.05
10000,0.6938,71.35
11000,0.6867,72.55
12000,0.9395,76.85
13000,0.7458,72.6
14000,0.6577,67.73
15000,0.2573,69.67
16000,0.3596,70.48
17000,0.4372,79.25
18000,0.1625,76.71
19000,0.2231,75.88
20000,0.3764,75.36
21000,0.2344,84.16
22000,0.1288,80.09
23000,0.2713,81.99
24000,1.2366,78.06
25000,1.0913,81.05
26000,1.4328,83.23
27000,1.0757,80.51
28000,0.4652,75.87
29000,0.4069,80.95
