timestamp,gsr_z,hr_bpm
0,1.0861,64.18
1000,0.6841,62.45
2000,0.5641,67.63
3000,0.5516,61.65
4000,0.889,59.13
5000,1.0302,60.18
6000,1.204,60.92
7000,1.3395,61.87
8000,1.4572,59.72
9000,1.8424,67.7
10000,1.8467,72.75
11000,1.5109,68.76
12000,1.9353,63.87
13000,2.0502,68.34
14000,1.9377,72.4
15000,1.881,69.99
16000,2.3111,74.21
17000,2.3133,78.82
18000,2.312,79.51
19000,2.2559,72.81
20000,2.3062,72.37
21000,2.3005,73.86
22000,2.348,70.76
23000,2.2983,73.72
24000,2.2985,71.6
25000,2.2814,71.59
26000,2.2627,71.31
27000,2.2939,71.43
28000,2.3214,75.26
29000,2.3569,74.12
