timestamp,gsr_z,hr_bpm
0,0.9073,68.61
1000,0.8292,67.24
2000,1.5019,67.27
3000,2.1211,68.43
4000,1.9156,59.12
5000,2.3055,59.12
6000,2.2803,61.35
7000,2.3188,59.39
8000,2.3089,58.8
9000,2.3648,62.87
10000,2.3483,64.69
11000,2.2974,62.43
12000,2.297,60.69
13000,2.3145,64.5
14000,2.3254,63.43
15000,2.2701,60.35
16000,2.3021,61.79
17000,2.2047,59.77
18000,2.3209,61.2
19000,2.3026,66.3
20000,2.3258,63.89
21000,2.3049,59.58
22000,2.2387,63.18
23000,2.3095,62.59
24000,2.2508,59.4
25000,2.2681,61.72
26000,2.299,67.36
27000,2.3273,61.44
28000,2.2878,59.24
29000,2.2809,61.32
