timestamp,gsr_z,hr_bpm
0,0.8588,67.15
1000,0.7257,68.14
2000,0.6256,61.9
3000,0.8503,60.9
4000,0.6098,66.9
5000,0.7174,68.27
6000,0.3323,68.14
7000,0.247,68.85
8000,0.0846,65.16
9000,0.0132,63.29
10000,-0.0096,62.69
11000,0.023,64.75
12000,0.0632,66.74
13000,-0.0016,62.67
14000,0.002,64.52
15000,-0.0523,67.9
16000,0.0157,73.67
17000,0.0609,68.46
18000,0.004,72.77
19000,-0.0525,76.07
20000,0.7483,73.93
21000,0.7823,72.99
22000,0.2039,77.37
23000,-0.0135,78.23
24000,0.0326,71.65
25000,-0.003,64.79
26000,0.0629,67.92
27000,-0.0361,67.89
28000,0.0216,61.58
29000,0.0278,63.39
