timestamp,gsr_z,hr_bpm
0,1.0944,67.27
1000,0.6491,65.35
2000,0.6419,73.16
3000,0.5668,70.35
4000,0.8189,65.9
5000,0.9146,67.5
6000,1.0363,73.86
7000,0.6085,75.29
8000,0.8133,72.56
9000,1.2478,68.57
10000,1.06,72.8
11000,2.3049,69.44
12000,2.2866,75.79
13000,2.2937,75.04
14000,2.2762,74.36
15000,2.2872,73.62
16000,2.2837,70.24
17000,2.3333,73.93
18000,2.27,67.8
19000,2.3164,66.07
20000,2.327,66.81
21000,2.2573,73.65
22000,2.3028,69.87
23000,2.3297,69.1
24000,2.281,72.49
25000,2.2453,74.01
26000,2.3523,72.72
27000,2.3171,74.88
28000,2.3049,71.0
29000,2.3407,70.03
