timestamp,gsr_z,hr_bpm
0,0.9166,69.69
1000,0.5585,77.03
2000,0.6987,71.5
3000,0.8183,72.08
4000,1.15,74.52
5000,1.4061,76.14
6000,1.6944,73.92
7000,1.7389,77.97
8000,2.1527,78.33
9000,2.2825,73.61
10000,2.326,74.81
11000,2.3086,76.83
12000,2.2052,75.75
13000,2.2643,70.93
14000,2.2568,71.73
15000,2.3066,72.56
16000,2.2856,70.06
17000,2.2988,68.13
18000,2.257,73.67
19000,2.2217,79.58
20000,2.2448,76.68
21000,2.2811,79.24
22000,2.3083,83.92
23000,2.305,75.49
24000,2.3167,74.12
25000,2.3629,75.93
26000,2.2958,72.91
27000,2.2699,69.69
28000,2.3495,75.53
29000,2.3124,76.27
