timestamp,gsr_z,hr_bpm
0,1.376,84.28
1000,1.4796,82.55
2000,1.3541,76.96
3000,1.669,72.52
4000,1.5754,72.26
5000,1.4096,81.53
6000,1.2991,80.85
7000,1.3747,79.02
8000,1.4878,76.79
9000,1.3904,79.48
10000,1.0739,77.52
11000,1.192,75.01
12000,1.8491,71.09
13000,2.2431,70.32
14000,2.3053,77.14
15000,2.2843,78.24
16000,2.2636,78.44
17000,2.3007,76.54
18000,2.2838,78.01
19000,2.0142,73.54
20000,2.1513,67.11
21000,2.3028,65.78
22000,2.2914,68.44
23000,2.236,74.28
24000,2.3095,80.06
25000,2.2783,75.81
26000,2.286,74.63
27000,2.3116,76.6
28000,2.3502,78.71
29000,2.3325,77.34
