timestamp,gsr_z,hr_bpm
0,0.8639,75.99
1000,0.8087,73.99
2000,0.5736,69.55
3000,0.3794,71.25
4000,0.4315,77.9
5000,0.2364,73.93
6000,0.2593,71.39
7000,0.377,70.93
8000,-0.0089,74.72
9000,0.0937,76.01
10000,0.3421,66.96
11000,0.377,69.27
12000,0.1941,70.33
13000,-0.0012,73.35
14000,-0.0187,71.88
15000,-0.0203,77.79
16000,0.8264,76.88
17000,1.2068,77.01
18000,1.1189,76.08
19000,1.1705,70.11
20000,1.7957,76.27
21000,1.8469,74.72
22000,1.7454,72.25
23000,1.4552,75.74
24000,1.5752,80.16
25000,1.4405,76.33
26000,1.0765,76.94
27000,0.7048,71.92
28000,0.6743,70.04
29000,0.6497,73.08
