timestamp,gsr_z,hr_bpm
0,0.2539,62.72
1000,0.3715,69.82
2000,0.3921,70.61
3000,0.3987,70.05
4000,0.7097,65.17
5000,1.0468,64.9
6000,1.1174,64.05
7000,1.4502,62.37
8000,1.6588,63.27
9000,1.9029,65.55
10000,1.7826,74.2
11000,1.405,69.86
12000,1.1677,70.45
13000,1.5354,71.46
14000,1.4825,72.22
15000,1.3897,65.51
16000,1.0712,64.91
17000,1.1203,63.83
18000,1.6424,66.88
19000,1.8853,66.68
20000,1.9335,63.94
21000,2.0852,61.16
22000,1.9629,66.03
23000,2.1203,66.45
24000,2.218,68.11
25000,1.9337,65.17
26000,1.5522,65.88
27000,1.6261,67.28
28000,1.8195,61.47
29000,1.9619,60.61
