timestamp,gsr_z,hr_bpm
0,1.5015,65.26
1000,1.516,62.42
2000,1.4951,64.75
3000,1.7782,69.13
4000,1.7444,70.98
5000,1.6982,77.39
6000,1.9601,74.35
7000,2.0005,76.02
8000,2.0794,79.15
9000,1.7105,70.59
10000,0.8382,65.75
11000,0.6442,68.33
12000,0.7059,76.42
13000,0.6596,78.19
14000,0.4513,80.3
15000,0.2321,74.95
16000,0.0057,76.46
17000,0.0598,76.53
18000,-0.0605,76.07
19000,0.0228,76.26
20000,0.3429,76.26
21000,0.8208,74.96
22000,0.7203,78.03
23000,0.8477,71.36
24000,-0.0053,69.13
25000,0.4819,70.19
26000,0.6853,70.44
27000,0.9593,66.8
28000,0.9596,67.96
29000,1.011,70.66
