timestamp,gsr_z,hr_bpm
0,1.375,61.29
1000,1.4316,58.28
2000,1.4795,62.38
3000,1.4957,62.51
4000,1.7137,61.44
5000,1.575,60.94
6000,1.6279,62.7
7000,2.1574,59.7
8000,2.1772,60.19
9000,2.2818,61.08
10000,2.1367,62.82
11000,2.3254,66.39
12000,2.2595,66.95
13000,2.2776,65.41
14000,2.3252,60.42
15000,2.2908,62.21
16000,2.0781,61.8
17000,2.0702,58.94
18000,2.3018,60.83
19000,2.2618,62.5
20000,2.3393,62.96
21000,2.1577,66.0
22000,2.295,69.39
23000,2.2802,64.5
24000,2.336,60.98
25000,2.3007,68.25
26000,2.3154,63.32
27000,2.2609,59.43
28000,2.3589,62.45
29000,2.3021,61.84
