timestamp,gsr_z,hr_bpm
0,0.8773,64.21
1000,0.9143,66.75
2000,1.2953,65.13
3000,1.4634,65.69
4000,1.2007,64.02
5000,1.9742,64.27
6000,2.2976,68.61
7000,2.2836,61.83
8000,1.99,59.2
9000,2.1962,58.97
10000,2.0771,61.7
11000,2.3026,66.24
12000,2.1728,64.25
13000,2.3102,64.71
14000,2.3139,63.64
15000,2.2992,62.28
16000,2.3017,66.52
17000,2.2984,67.64
18000,2.3386,64.82
19000,2.2147,62.9
20000,2.2941,65.81
21000,2.2821,66.81
22000,2.2693,68.83
23000,2.341,67.06
24000,2.3029,66.78
25000,2.3056,64.98
26000,2.2992,70.51
27000,2.3001,71.72
28000,2.2915,67.38
29000,2.2735,64.16
