timestamp,gsr_z,hr_bpm
0,1.1325,63.3
1000,1.0838,61.69
2000,0.7832,59.89
3000,0.4711,58.8
4000,0.692,58.78
5000,0.2751,63.25
6000,0.291,69.18
7000,-0.0027,66.06
8000,0.0113,62.23
9000,0.0583,68.0
10000,0.1782,63.91
11000,0.2621,64.42
12000,0.0472,63.88
13000,0.0087,69.9
14000,-0.0356,77.76
15000,0.0094,75.4
16000,0.0174,73.34
17000,-0.0495,76.19
18000,0.019,75.45
19000,-0.0094,76.43
20000,-0.0426,73.64
21000,0.0043,73.94
22000,-0.0527,72.05
23000,-0.0001,69.62
24000,-0.0181,73.63
25000,0.0387,72.16
26000,0.0318,67.88
27000,0.0536,60.15
28000,0.024,63.88
29000,-0.0059,69.35
