timestamp,gsr_z,hr_bpm
0,1.8734,65.71
1000,1.5931,66.87
2000,1.3259,67.98
3000,1.501,65.85
4000,1.4429,66.82
5000,1.1486,65.96
6000,2.2492,70.99
7000,2.2498,74.77
8000,2.3313,73.11
9000,2.1456,67.65
10000,2.2443,72.14
11000,1.9111,73.96
12000,1.8727,70.22
13000,1.427,67.77
14000,1.1461,72.75
15000,1.0259,78.64
16000,1.4568,76.22
17000,1.5258,74.2
18000,1.3917,72.48
19000,1.3031,72.64
20000,1.5081,73.56
21000,1.0372,69.1
22000,1.084,64.63
23000,1.257,64.01
24000,0.9356,62.1
25000,0.8282,61.43
26000,0.6331,59.18
27000,1.0085,58.48
28000,0.8427,58.9
29000,0.6263,66.41
