timestamp,gsr_z,hr_bpm
0,1.2679,75.75
1000,1.3291,79.67
2000,1.3778,77.54
3000,1.3145,77.89
4000,1.938,80.83
5000,1.8084,81.8
6000,1.4311,81.36
7000,1.4758,78.39
8000,1.4484,83.04
9000,1.287,84.19
10000,1.608,82.38
11000,1.9024,78.09
12000,2.3074,82.06
13000,2.3201,84.08
14000,2.2361,79.48
15000,2.2647,74.45
16000,2.2776,76.51
17000,2.3513,78.74
18000,2.3028,79.14
19000,2.2361,75.13
20000,2.3472,76.75
21000,2.3175,84.01
22000,2.28,84.02
23000,2.3015,76.51
24000,2.2612,77.69
25000,2.2779,78.45
26000,2.3416,79.63
27000,2.2244,73.58
28000,2.305,76.1
29000,2.3614,80.64
