timestamp,gsr_z,hr_bpm
0,1.2346,64.89
1000,1.448,63.36
2000,1.6002,58.97
3000,1.8673,62.08
4000,1.776,67.34
5000,1.8668,72.92
6000,1.3609,68.47
7000,1.6597,61.08
8000,0.9014,63.45
9000,0.77,67.86
10000,0.4757,64.9
11000,0.171,59.85
12000,-0.0247,59.18
13000,0.217,58.27
14000,-0.0177,59.7
15000,0.0731,62.58
16000,-0.0163,59.24
17000,-0.0176,60.53
18000,0.0395,67.17
19000,-0.0222,67.77
20000,-0.0018,71.65
21000,-0.0255,70.94
22000,-0.0271,63.99
23000,-0.0742,64.19
24000,0.0313,66.59
25000,0.2105,66.16
26000,-0.0119,63.02
27000,0.0141,60.68
28000,0.0285,62.16
29000,0.0045,60.98
