timestamp,gsr_z,hr_bpm
0,0.9733,66.27
1000,1.0766,67.07
2000,0.5683,68.45
3000,0.2798,70.66
4000,0.1704,73.05
5000,0.1078,76.59
6000,0.3094,81.13
7000,0.0289,78.04
8000,0.281,77.8
9000,0.177,76.6
10000,0.1701,75.99
11000,-0.0169,76.11
12000,0.0026,69.43
13000,0.0113,76.91
14000,-0.0196,77.05
15000,-0.0059,79.62
16000,0.0081,75.64
17000,0.0085,71.57
18000,-0.0102,77.76
19000,0.0016,77.83
20000,0.027,77.92
21000,0.0244,83.42
22000,-0.0132,84.37
23000,-0.0129,79.61
24000,0.0633,79.09
25000,-0.0132,80.6
26000,0.0514,81.38
27000,-0.0118,76.22
28000,-0.0192,72.18
29000,0.0408,75.12
