timestamp,gsr_z,hr_bpm
0,1.3169,71.68
1000,1.1144,77.46
2000,1.1509,78.04
3000,1.1365,75.21
4000,1.4824,73.58
5000,1.8289,74.39
6000,2.3445,73.77
7000,2.0648,72.82
8000,1.8684,78.0
9000,2.3454,82.43
10000,2.1982,76.65
11000,2.3215,74.91
12000,2.2769,74.72
13000,2.3198,70.42
14000,2.2881,63.27
15000,2.2979,68.26
16000,2.2477,73.65
17000,2.2564,74.72
18000,2.3326,73.35
19000,2.3285,81.33
20000,2.2775,76.37
21000,2.308,75.1
22000,2.2787,73.01
23000,2.2929,79.14
24000,2.334,80.16
25000,2.3137,79.76
26000,2.3372,80.12
27000,2.3297,82.37
28000,2.3261,80.35
29000,2.2298,77.18
