timestamp,gsr_z,hr_bpm
0,1.5768,77.84
1000,1.5907,84.06
2000,1.2848,82.03
3000,1.1749,76.11
4000,0.8965,77.17
5000,0.8958,74.69
6000,0.8742,75.13
7000,0.9621,78.96
8000,0.4938,78.07
9000,0.2238,78.83
10000,0.2101,75.13
11000,0.0516,80.65
12000,-0.0137,76.54
13000,-0.029,74.36
14000,0.009,76.06
15000,0.0285,73.41
16000,0.0223,70.78
17000,0.0645,74.43
18000,-0.0001,73.54
19000,0.0436,70.23
20000,-0.0016,72.61
21000,0.0005,70.22
22000,0.1189,68.5
23000,-0.0035,64.88
24000,0.0105,65.45
25000,0.0239,65.27
26000,-0.0431,60.92
27000,0.0143,65.59
28000,-0.0467,67.32
29000,-0.0133,67.01
