timestamp,gsr_z,hr_bpm
0,1.1038,80.87
1000,0.544,80.32
2000,0.9745,72.69
3000,0.8067,71.29
4000,0.7076,74.28
5000,1.4165,75.49
6000,0.8617,76.9
7000,1.2074,77.1
8000,0.771,80.27
9000,0.9434,82.06
10000,1.09,83.91
11000,1.5977,84.12
12000,1.5874,75.56
13000,1.6046,69.94
14000,1.5724,66.12
15000,1.8428,64.21
16000,2.3113,66.08
17000,2.3234,64.25
18000,2.3056,65.16
19000,2.2913,67.58
20000,2.2058,74.45
21000,2.2365,79.4
22000,2.3056,74.01
23000,2.2556,72.61
24000,2.3346,66.2
25000,2.2413,66.68
26000,2.1582,73.19
27000,2.1607,72.99
28000,2.0564,71.11
29000,2.2735,68.01
