timestamp,gsr_z,hr_bpm
0,1.0217,73.19
1000,1.1253,78.36
2000,0.7432,79.11
3000,0.8269,74.89
4000,0.7951,74.38
5000,0.6481,78.19
6000,0.8809,81.07
7000,0.6696,77.12
8000,1.9717,73.22
9000,2.3214,72.17
10000,2.2987,74.06
11000,2.2148,78.97
12000,2.262,78.35
13000,2.009,74.39
14000,2.321,73.58
15000,2.312,81.59
16000,2.3426,77.7
17000,2.3073,71.32
18000,2.2666,70.84
19000,2.3493,68.58
20000,2.0317,69.28
21000,2.3001,68.69
22000,2.28,67.44
23000,2.2614,71.64
24000,2.3399,71.41
25000,2.2948,70.02
26000,2.2796,74.94
27000,2.3348,73.62
28000,2.3273,78.21
29000,2.3217,78.0
