timestamp,gsr_z,hr_bpm
0,1.5297,60.39
1000,1.3479,63.97
2000,1.3751,65.1
3000,1.512,59.19
4000,1.0485,62.61
5000,0.8626,65.58
6000,0.8172,61.19
7000,0.8654,63.55
8000,0.1985,64.09
9000,0.1953,60.75
10000,-0.0133,58.74
11000,0.0144,65.19
12000,0.6229,63.52
13000,0.0598,67.32
14000,0.211,69.03
15000,0.2109,69.49
16000,0.3614,68.65
17000,0.2678,68.0
18000,0.0343,71.11
19000,0.1858,66.95
20000,0.4357,67.98
21000,0.4675,74.31
22000,0.428,72.03
23000,0.5734,68.2
24000,0.4645,71.74
25000,0.216,69.68
26000,0.3305,64.6
27000,-0.0264,68.41
28000,0.0265,71.62
29000,-0.0149,64.8
