timestamp,gsr_z,hr_bpm
0,0.0566,65.21
1000,0.3696,59.54
2000,0.7881,63.4
3000,0.399,66.4
4000,0.593,66.92
5000,0.6468,64.4
6000,0.7834,63.89
7000,0.8493,66.27
8000,1.7507,67.27
9000,2.246,65.24
10000,2.3309,67.21
11000,2.2878,69.85
12000,2.0928,68.34
13000,2.0005,65.74
14000,1.7447,65.95
15000,1.6386,68.43
16000,2.3186,69.58
17000,2.3058,74.06
18000,2.323,75.77
19000,2.3383,78.77
20000,2.2722,77.17
21000,2.3118,79.87
22000,2.2699,79.54
23000,2.2977,76.44
24000,2.2918,74.15
25000,2.2811,76.42
26000,2.3037,78.07
27000,2.3145,79.46
28000,2.3181,77.07
29000,2.34,74.15
