timestamp,gsr_z,hr_bpm
0,1.4729,67.67
1000,1.211,68.32
2000,1.1346,60.92
3000,0.9973,61.11
4000,1.0243,61.23
5000,1.0061,59.3
6000,0.7981,58.94
7000,1.2748,64.79
8000,1.465,62.62
9000,1.6001,61.15
10000,1.6225,60.79
11000,1.3868,60.92
12000,1.0568,63.69
13000,0.3522,63.5
14000,0.5195,63.42
15000,0.345,65.97
16000,0.4241,64.24
17000,0.0122,58.94
18000,-0.0106,63.45
19000,0.031,64.02
20000,0.6958,64.08
21000,0.4879,67.12
22000,0.8197,67.55
23000,0.5581,65.34
24000,0.247,62.26
25000,0.0019,67.27
26000,0.0404,70.04
27000,0.0127,67.2
28000,0.0645,63.75
29000,-0.0362,65.72
