timestamp,gsr_z,hr_bpm
0,0.4237,65.01
1000,0.6634,60.44
2000,0.1293,62.26
3000,0.0498,64.84
4000,0.1721,60.63
5000,1.5484,66.03
6000,2.2653,64.71
7000,2.3198,65.62
8000,2.2844,62.95
9000,2.2606,64.01
10000,2.2972,66.7
11000,1.9536,60.65
12000,1.7427,65.04
13000,1.4218,63.11
14000,1.3499,64.79
15000,0.883,62.03
16000,0.3759,63.34
17000,0.458,64.62
18000,0.3163,61.1
19000,-0.0389,59.2
20000,-0.0266,58.96
21000,0.0299,59.96
22000,0.0494,60.56
23000,0.0333,58.88
24000,-0.0582,59.72
25000,0.5238,65.05
26000,1.0481,67.47
27000,0.9612,64.88
28000,0.9163,67.76
29000,0.1769,67.89
