timestamp,gsr_z,hr_bpm
0,1.0324,78.34
1000,1.0022,78.4
2000,0.8187,81.52
3000,0.5621,84.12
4000,0.6456,80.75
5000,0.7793,83.88
6000,0.4714,83.63
7000,0.3216,78.47
8000,0.0806,76.05
9000,0.0296,80.22
10000,0.2194,80.9
11000,-0.0009,76.11
12000,0.0184,74.8
13000,-0.0294,76.92
14000,0.0926,72.1
15000,0.0249,75.72
16000,0.3729,76.07
17000,0.0349,73.94
18000,-0.0145,69.96
19000,0.0459,70.0
20000,-0.0152,80.01
21000,0.0258,75.41
22000,-0.0171,78.63
23000,-0.0026,77.24
24000,-0.0106,75.55
25000,-0.0153,69.84
26000,0.0521,80.01
27000,0.0157,81.92
28000,-0.0136,78.16
29000,-0.0593,79.52
