timestamp,gsr_z,hr_bpm
0,1.0978,59.56
1000,1.0241,59.49
2000,1.8147,62.13
3000,2.1486,65.59
4000,2.3319,68.24
5000,2.3531,66.51
6000,2.2873,66.95
7000,2.3139,65.35
8000,1.9587,66.62
9000,2.1292,62.79
10000,2.3092,58.69
11000,2.1714,63.22
12000,2.3004,67.85
13000,2.2871,67.91
14000,2.1934,67.59
15000,2.0128,60.8
16000,2.1492,63.01
17000,2.1395,65.52
18000,2.3274,63.94
19000,2.2717,62.01
20000,2.2253,61.75
21000,2.3081,67.3
22000,2.2215,71.24
23000,2.332,63.86
24000,2.2697,61.71
25000,2.1224,66.11
26000,2.2883,72.46
27000,2.341,73.88
28000,2.332,66.63
29000,2.2854,63.92
