timestamp,gsr_z,hr_bpm
0,1.1179,60.78
1000,0.8826,62.01
2000,1.1812,62.78
3000,1.25,64.42
4000,1.1876,60.79
5000,0.9206,62.61
6000,0.8367,64.29
7000,0.8704,62.76
8000,1.0664,66.67
9000,0.6797,61.49
10000,0.7007,63.93
11000,0.5227,65.47
12000,0.1518,70.28
13000,0.3753,66.99
14000,0.1534,66.39
15000,-0.0072,65.47
16000,0.5339,64.87
17000,0.2777,65.77
18000,-0.0133,63.78
19000,0.0078,63.77
20000,-0.0019,71.85
21000,0.0149,77.06
22000,0.0379,77.91
23000,-0.0081,71.04
24000,0.0161,72.97
25000,0.0288,67.71
26000,0.0547,75.32
27000,0.0045,71.05
28000,-0.0297,66.06
29000,0.0132,65.15
