timestamp,gsr_z,hr_bpm
0,0.5659,74.57
1000,0.6005,76.18
2000,0.2119,77.07
3000,0.2017,79.17
4000,0.8265,82.62
5000,0.8417,82.76
6000,0.8521,82.22
7000,0.6249,83.28
8000,1.034,81.44
9000,1.9783,76.14
10000,2.3296,71.44
11000,2.0715,79.58
12000,1.9069,80.48
13000,2.1199,72.86
14000,1.8764,72.86
15000,1.8486,74.36
16000,1.98,72.53
17000,2.3449,72.06
18000,2.278,74.23
19000,2.0977,68.65
20000,1.6246,67.41
21000,1.6668,61.31
22000,1.9329,62.95
23000,1.9948,69.15
24000,2.2501,65.11
25000,2.3406,60.06
26000,2.3108,58.74
27000,2.3005,61.26
28000,2.2425,61.2
29000,2.2838,60.97
