timestamp,gsr_z,hr_bpm
0,0.9809,61.73
1000,0.733,64.12
2000,0.7191,59.09
3000,0.8781,59.31
4000,1.0624,66.56
5000,0.8632,61.52
6000,0.7853,59.24
7000,0.7052,59.42
8000,0.3616,59.81
9000,0.4167,60.69
10000,0.016,61.99
11000,0.0601,62.08
12000,0.0244,63.92
13000,-0.0119,66.79
14000,0.0185,61.43
15000,-0.0187,64.23
16000,0.0135,65.53
17000,0.0037,61.25
18000,0.0333,59.09
19000,-0.0283,63.43
20000,0.0197,63.78
21000,0.0005,61.88
22000,0.0236,58.71
23000,-0.0157,63.77
24000,-0.043,72.16
25000,0.0192,75.52
26000,0.0126,75.41
27000,-0.0053,70.73
28000,-0.0015,76.81
29000,-0.0137,74.12
