timestamp,gsr_z,hr_bpm
0,0.7331,58.87
1000,0.4529,59.64
2000,0.4696,60.47
3000,0.2889,59.28
4000,0.5744,58.89
5000,0.4612,59.23
6000,0.7161,63.9
7000,0.4337,67.18
8000,0.5084,65.03
9000,0.6443,66.23
10000,0.3816,64.08
11000,0.3987,67.47
12000,0.0099,60.38
13000,-0.0034,62.86
14000,-0.0227,59.22
15000,-0.0201,62.77
16000,-0.0042,65.54
17000,0.043,65.96
18000,0.0104,66.29
19000,0.0168,70.24
20000,0.1105,68.95
21000,0.0256,67.26
22000,-0.0252,60.69
23000,0.0571,61.66
24000,-0.0134,58.95
25000,-0.0043,64.64
26000,-0.0207,60.21
27000,0.023,61.84
28000,-0.0282,60.21
29000,0.0102,60.84
