timestamp,gsr_z,hr_bpm
0,0.1826,64.34
1000,0.0288,67.61
2000,0.3128,64.39
3000,0.117,61.63
4000,0.1567,59.72
5000,0.4004,64.76
6000,0.732,75.94
7000,0.8628,76.97
8000,1.2174,73.49
9000,1.4266,67.53
10000,1.9722,68.39
11000,2.1402,69.93
12000,2.2671,70.73
13000,2.3091,69.02
14000,2.274,71.06
15000,2.2934,72.5
16000,2.2799,66.62
17000,2.2362,68.4
18000,2.3073,73.58
19000,2.2992,75.66
20000,2.306,72.98
21000,2.0576,72.53
22000,2.097,74.83
23000,2.3218,78.74
24000,2.294,79.61
25000,2.124,73.58
26000,2.3049,78.42
27000,2.2366,82.98
28000,2.3298,83.63
29000,2.3077,77.59
