timestamp,gsr_z,hr_bpm
0,0.3927,62.97
1000,0.5765,68.48
2000,1.1825,66.63
3000,1.4149,64.03
4000,1.4094,65.88
5000,1.1371,70.15
6000,0.8609,69.0
7000,0.4874,67.06
8000,0.553,67.72
9000,0.5711,69.74
10000,0.7379,70.26
11000,0.035,68.18
12000,-0.0299,65.86
13000,0.0163,64.03
14000,0.0128,64.26
15000,0.0424,64.37
16000,0.0022,64.58
17000,0.0195,64.79
18000,0.0362,62.63
19000,0.0573,65.36
20000,0.0321,65.63
21000,0.058,63.67
22000,0.0163,61.79
23000,-0.0071,65.3
24000,0.0076,70.08
25000,0.0656,65.59
26000,-0.0457,65.24
27000,0.0152,63.39
28000,0.0677,63.66
29000,-0.0541,67.63
