timestamp,gsr_z,hr_bpm
0,0.6877,84.11
1000,1.1443,81.9
2000,1.11,82.7
3000,1.3525,82.87
4000,1.8835,84.68
5000,1.6522,84.02
6000,1.718,83.4
7000,2.0048,75.46
8000,1.7695,79.98
9000,2.0639,78.93
10000,2.2637,73.07
11000,2.3029,75.19
12000,2.0603,77.38
13000,2.0398,76.65
14000,2.0595,80.73
15000,2.3355,80.95
16000,2.0802,82.15
17000,2.2912,83.75
18000,2.2907,83.91
19000,2.3088,83.73
20000,2.2729,82.07
21000,2.2409,80.89
22000,2.2736,83.02
23000,2.3107,80.39
24000,2.2949,75.05
25000,2.3277,76.86
26000,2.3032,81.92
27000,2.3372,81.63
28000,2.3175,81.67
29000,2.2936,75.26
