timestamp,gsr_z,hr_bpm
0,1.3054,78.11
1000,1.3518,77.4
2000,1.3733,76.86
3000,1.2621,77.44
4000,1.2267,82.27
5000,0.9681,82.54
6000,1.0952,83.79
7000,1.0986,79.33
8000,1.1486,72.7
9000,0.8522,70.5
10000,0.5275,71.07
11000,0.5311,74.65
12000,0.7247,75.29
13000,0.4565,71.96
14000,0.2246,71.57
15000,0.2454,73.78
16000,0.1495,74.88
17000,-0.017,70.63
18000,0.9823,67.7
19000,1.2321,64.98
20000,1.527,72.22
21000,1.4972,71.7
22000,1.6729,66.39
23000,1.3537,67.5
24000,1.1417,71.48
25000,0.8334,71.94
26000,0.7344,73.49
27000,0.8915,72.21
28000,0.6037,69.02
29000,0.6725,73.46
