timestamp,gsr_z,hr_bpm
0,0.62,79.04
1000,0.3696,77.89
2000,0.3079,73.92
3000,0.7866,77.88
4000,0.8891,82.44
5000,0.7786,81.86
6000,1.0799,80.69
7000,1.6883,76.37
8000,1.9638,77.4
9000,1.9728,79.48
10000,2.2803,80.71
11000,2.3307,76.22
12000,2.2714,76.59
13000,2.2807,81.69
14000,1.7819,79.29
15000,1.9422,82.25
16000,2.2951,79.37
17000,2.3514,77.73
18000,2.2954,76.13
19000,2.3188,77.71
20000,2.2453,79.03
21000,2.2404,77.72
22000,2.2699,76.93
23000,2.3543,80.85
24000,2.2797,72.98
25000,2.3138,74.08
26000,2.2444,72.47
27000,2.2838,73.86
28000,2.2924,72.55
29000,2.2728,75.26
