timestamp,gsr_z,hr_bpm
0,1.1429,77.2
1000,0.8106,75.43
2000,1.0094,71.31
3000,0.8988,68.38
4000,0.3474,69.7
5000,0.525,68.6
6000,1.06,73.32
7000,1.6478,80.86
8000,1.7871,77.94
9000,1.2067,79.84
10000,1.0663,83.36
11000,1.0635,80.64
12000,1.1719,77.83
13000,1.208,74.81
14000,1.4675,82.34
15000,2.0353,79.11
16000,2.116,82.12
17000,2.3014,80.75
18000,2.2642,83.9
19000,2.2613,84.24
20000,2.3097,80.67
21000,2.2735,83.86
22000,2.265,84.03
23000,2.3142,81.42
24000,2.3496,77.26
25000,2.11,76.87
26000,2.2709,77.44
27000,2.2787,76.16
28000,2.3438,78.38
29000,2.3035,77.14
