timestamp,gsr_z,hr_bpm
0,2.7025,70.43
1000,2.8178,77.3
2000,3.0528,81.07
3000,2.5233,78.08
4000,2.2104,73.98
5000,2.7207,75.1
6000,3.4513,80.48
7000,4.496,77.5
8000,4.4871,83.13
9000,4.5022,84.61
10000,4.4851,84.48
11000,4.4947,88.5
12000,4.4739,87.55
13000,4.4751,90.02
14000,4.0207,93.0
15000,4.5326,90.17
16000,4.1746,91.11
17000,3.982,89.08
18000,3.3504,89.93
19000,3.2472,89.38
20000,2.5173,84.51
21000,1.9767,80.03
22000,1.1843,85.81
23000,0.8142,91.76
24000,1.3597,83.25
25000,0.7855,76.71
26000,1.1648,77.94
27000,2.1942,83.33
28000,2.3885,83.49
29000,2.7087,80.08
