timestamp,gsr_z,hr_bpm
0,1.8756,89.36
1000,2.3887,91.39
2000,2.4472,86.97
3000,2.2716,87.34
4000,2.0758,93.06
5000,2.3084,95.87
6000,2.9424,87.92
7000,2.9389,94.87
8000,2.2762,95.9
9000,2.6846,95.34
10000,2.3904,95.35
11000,2.5385,95.63
12000,3.1841,95.2
13000,1.7535,91.59
14000,2.7779,95.09
15000,2.5243,90.33
16000,1.8734,91.3
17000,1.1909,87.67
18000,0.8581,86.07
19000,1.3457,93.17
20000,1.0767,90.69
21000,2.3121,83.8
22000,3.1386,84.41
23000,3.4496,82.0
24000,3.1873,82.43
25000,2.8627,85.42
26000,2.1704,77.85
27000,2.0136,78.78
28000,1.3136,80.25
29000,0.9941,93.73
