timestamp,gsr_z,hr_bpm
0,1.8705,94.38
1000,1.6001,93.95
2000,1.9933,96.17
3000,2.9518,95.81
4000,3.0054,93.63
5000,4.2809,94.89
6000,4.5015,94.6
7000,4.5068,95.49
8000,4.4622,89.47
9000,4.4778,88.94
10000,4.497,88.05
11000,4.4786,87.05
12000,4.4962,92.67
13000,4.5568,83.77
14000,4.4806,77.82
15000,4.5616,72.51
16000,4.4897,73.69
17000,4.5156,81.64
18000,4.4339,88.72
19000,4.4105,86.87
20000,4.4921,82.91
21000,4.5013,82.98
22000,4.5157,85.7
23000,4.4252,90.77
24000,4.5005,85.55
25000,4.4968,77.61
26000,4.491,75.0
27000,4.5582,80.55
28000,4.5267,79.53
29000,4.4993,83.44
