timestamp,gsr_z,hr_bpm
0,1.7383,85.44
1000,1.2946,83.65
2000,2.7423,83.51
3000,3.3525,82.18
4000,4.4555,75.53
5000,4.4859,82.15
6000,4.5599,82.44
7000,4.4955,82.13
8000,4.4927,83.2
9000,4.443,85.49
10000,4.5225,84.79
11000,4.5164,83.04
12000,4.4615,83.92
13000,4.4859,78.13
14000,4.4678,69.98
15000,4.4974,67.5
16000,4.4948,66.65
17000,4.5231,73.74
18000,4.4851,70.62
19000,4.5032,72.59
20000,4.5004,69.74
21000,4.5342,76.33
22000,4.5011,78.94
23000,4.4944,78.6
24000,4.505,81.63
25000,4.4519,83.06
26000,4.4497,81.68
27000,4.4653,90.96
28000,4.4569,85.49
29000,4.5129,82.65
