timestamp,gsr_z,hr_bpm
0,3.4389,94.75
1000,2.5607,95.99
2000,2.9699,87.41
3000,4.483,85.6
4000,4.5266,85.46
5000,4.4992,84.06
6000,4.4834,81.68
7000,3.7109,88.19
8000,3.6275,90.65
9000,3.1842,85.92
10000,2.6344,95.99
11000,2.018,95.26
12000,1.3567,87.32
13000,1.583,92.25
14000,1.024,85.51
15000,1.3544,87.01
16000,0.992,82.94
17000,0.7884,86.84
18000,1.1348,91.01
19000,1.7888,96.25
20000,1.0013,96.13
21000,0.82,95.7
22000,0.8061,92.35
23000,0.8142,84.45
24000,0.8278,85.53
25000,0.771,91.37
26000,0.7175,96.32
27000,0.7958,92.69
28000,0.775,86.05
29000,0.8109,88.21
