timestamp,gsr_z,hr_bpm
0,2.1187,69.27
1000,2.301,71.81
2000,3.0065,67.12
3000,3.1473,67.37
4000,3.7477,71.82
5000,3.4728,74.26
6000,3.2811,76.74
7000,3.7692,80.51
8000,4.1512,81.4
9000,4.1821,83.82
10000,3.5589,93.1
11000,3.2139,87.81
12000,4.0667,86.03
13000,4.3064,84.57
14000,3.552,79.83
15000,3.4595,84.71
16000,2.64,80.4
17000,2.9922,83.03
18000,2.8928,84.67
19000,2.9114,81.32
20000,3.0573,81.71
21000,2.4531,83.07
22000,1.7042,82.52
23000,1.1729,82.73
24000,0.8276,78.96
25000,0.8044,74.22
26000,0.7748,70.58
27000,0.8492,72.5
28000,0.7664,67.94
29000,0.7938,72.04
