timestamp,gsr_z,hr_bpm
0,1.0035,81.52
1000,1.6414,81.1
2000,2.155,79.2
3000,2.4301,81.4
4000,2.3435,89.79
5000,2.4158,85.37
6000,2.8176,84.27
7000,2.8115,85.51
8000,2.538,84.67
9000,3.8383,82.71
10000,4.5426,72.65
11000,4.5204,68.23
12000,4.4994,75.92
13000,4.5435,72.07
14000,4.497,72.8
15000,4.4951,77.1
16000,4.5345,77.21
17000,4.421,85.09
18000,4.5275,84.97
19000,4.5015,82.46
20000,4.5069,76.57
21000,4.4755,76.78
22000,4.5075,72.13
23000,4.5409,70.67
24000,4.5162,79.85
25000,4.5308,77.53
26000,4.5132,72.98
27000,4.5165,76.3
28000,4.5269,84.77
29000,4.4642,88.42
